precision,recall,f_measure,accuracy
0.314606742,0.178343949,0.227642276,0.838160136
0.369047619,0.197452229,0.257261411,0.847529813
0.391891892,0.184713376,0.251082251,0.852640545
0.362745098,0.23566879,0.285714286,0.84241908
0.329787234,0.197452229,0.247011952,0.839011925
0.353615717,0.198726115,0.253742435,0.8439523
